similar_cid	measure	type	model	orig_cid
16318	0.991858184337616	organic	QuantumPropsEmbedding	39929
18636	0.9881061315536499	organic	QuantumPropsEmbedding	39929
6478	0.9866935014724731	organic	QuantumPropsEmbedding	39929
15910	0.9864646196365356	organic	QuantumPropsEmbedding	39929
19076	0.9864044785499573	organic	QuantumPropsEmbedding	39929
38200	0.984882116317749	organic	QuantumPropsEmbedding	39929
12463	0.9829110503196716	organic	QuantumPropsEmbedding	39929
38032	0.9828203320503235	organic	QuantumPropsEmbedding	39929
8447	0.979520320892334	organic	QuantumPropsEmbedding	39929
6720	0.9781745672225952	organic	QuantumPropsEmbedding	39929
8370	0.9753798842430115	organic	QuantumPropsEmbedding	39929
164514	0.975325882434845	organic	QuantumPropsEmbedding	39929
2730	0.9740869998931885	organic	QuantumPropsEmbedding	39929
3039	0.9660292267799377	organic	QuantumPropsEmbedding	39929
54710497	0.9945194721221924	organic	QuantumPropsEmbedding	6838
23847	0.982341468334198	organic	QuantumPropsEmbedding	6838
7742	0.9719394445419312	organic	QuantumPropsEmbedding	6838
12756	0.9655436873435974	organic	QuantumPropsEmbedding	6838
14242	0.9642072916030884	organic	QuantumPropsEmbedding	6838
13152	0.9626604914665222	organic	QuantumPropsEmbedding	6838
67884	0.9613556265830994	organic	QuantumPropsEmbedding	76004
11443	0.9392046928405762	organic	QuantumPropsEmbedding	76004
402	0.9983842372894287	organic	QuantumPropsEmbedding	887
145068	0.9982482194900513	organic	QuantumPropsEmbedding	887
281	0.9970837235450745	organic	QuantumPropsEmbedding	887
712	0.9962605237960815	organic	QuantumPropsEmbedding	887
14792	0.9953245520591736	organic	QuantumPropsEmbedding	887
24841	0.9947300553321838	organic	QuantumPropsEmbedding	887
14917	0.990382194519043	organic	QuantumPropsEmbedding	887
962	0.9881017208099365	organic	QuantumPropsEmbedding	887
3032552	0.9854717254638672	organic	QuantumPropsEmbedding	887
24823	0.98390132188797	organic	QuantumPropsEmbedding	887
6430	0.9814946055412292	organic	QuantumPropsEmbedding	887
6392	0.9814455509185791	organic	QuantumPropsEmbedding	887
6391	0.9700202345848083	organic	QuantumPropsEmbedding	887
24682	0.9658696055412292	organic	QuantumPropsEmbedding	887
6431	0.965523362159729	organic	QuantumPropsEmbedding	887
6389	0.9623736143112183	organic	QuantumPropsEmbedding	887
6429	0.9612007737159729	organic	QuantumPropsEmbedding	887
139989	0.9974819421768188	organic	QuantumPropsEmbedding	7378
89303	0.9971400499343872	organic	QuantumPropsEmbedding	7378
85150	0.9969754219055176	organic	QuantumPropsEmbedding	7378
140667	0.9966347813606262	organic	QuantumPropsEmbedding	7378
137658	0.9961439967155457	organic	QuantumPropsEmbedding	7378
85151	0.9961228370666504	organic	QuantumPropsEmbedding	7378
139803	0.9949502944946289	organic	QuantumPropsEmbedding	7378
521416	0.9946977496147156	organic	QuantumPropsEmbedding	7378
16319	0.9943771958351135	organic	QuantumPropsEmbedding	7378
14478	0.9943456649780273	organic	QuantumPropsEmbedding	7378
139988	0.9941633939743042	organic	QuantumPropsEmbedding	7378
13381	0.9936226010322571	organic	QuantumPropsEmbedding	7378
23544	0.9929900765419006	organic	QuantumPropsEmbedding	7378
23531	0.9926189184188843	organic	QuantumPropsEmbedding	7378
19944	0.9923792481422424	organic	QuantumPropsEmbedding	7378
26839	0.992125928401947	organic	QuantumPropsEmbedding	7378
519365	0.9921111464500427	organic	QuantumPropsEmbedding	7378
92978	0.9914863109588623	organic	QuantumPropsEmbedding	7378
138257	0.991064727306366	organic	QuantumPropsEmbedding	7378
139990	0.9909130334854126	organic	QuantumPropsEmbedding	7378
519761	0.9907574653625488	organic	QuantumPropsEmbedding	7378
7450	0.9906722903251648	organic	QuantumPropsEmbedding	7378
138117	0.9905002117156982	organic	QuantumPropsEmbedding	7378
85925	0.9901490211486816	organic	QuantumPropsEmbedding	7378
85926	0.9895134568214417	organic	QuantumPropsEmbedding	7378
13379	0.9895034432411194	organic	QuantumPropsEmbedding	7378
22202	0.9889487624168396	organic	QuantumPropsEmbedding	7378
28455	0.9879734516143799	organic	QuantumPropsEmbedding	7378
79985	0.9856560230255127	organic	QuantumPropsEmbedding	7378
20284	0.9852489233016968	organic	QuantumPropsEmbedding	7378
27518	0.9850930571556091	organic	QuantumPropsEmbedding	7378
93280	0.9849001169204712	organic	QuantumPropsEmbedding	7378
14070	0.9847891330718994	organic	QuantumPropsEmbedding	7378
13415	0.9840371608734131	organic	QuantumPropsEmbedding	7378
15600	0.9820285439491272	organic	QuantumPropsEmbedding	7378
7486	0.9808180332183838	organic	QuantumPropsEmbedding	7378
11345	0.9807034730911255	organic	QuantumPropsEmbedding	7378
521425	0.9761226177215576	organic	QuantumPropsEmbedding	7378
518457	0.9760629534721375	organic	QuantumPropsEmbedding	7378
13190	0.9710262417793274	organic	QuantumPropsEmbedding	7378
71318052	0.9710052013397217	organic	QuantumPropsEmbedding	7378
138270	0.9709832668304443	organic	QuantumPropsEmbedding	7378
524159	0.9704020619392395	organic	QuantumPropsEmbedding	7378
140599	0.9694756269454956	organic	QuantumPropsEmbedding	7378
6570	0.9816944003105164	organic	QuantumPropsEmbedding	9997
7903	0.980534553527832	organic	QuantumPropsEmbedding	9997
7918	0.9790042042732239	organic	QuantumPropsEmbedding	9997
6587	0.9781913757324219	organic	QuantumPropsEmbedding	9997
8871	0.9773105978965759	organic	QuantumPropsEmbedding	9997
12720	0.9758410453796387	organic	QuantumPropsEmbedding	9997
7847	0.9758129119873047	organic	QuantumPropsEmbedding	9997
398	0.975462794303894	organic	QuantumPropsEmbedding	9997
7362	0.9735298156738281	organic	QuantumPropsEmbedding	9997
11724	0.9735222458839417	organic	QuantumPropsEmbedding	9997
74208	0.9733770489692688	organic	QuantumPropsEmbedding	9997
6735	0.9724982380867004	organic	QuantumPropsEmbedding	9997
240	0.9720190167427063	organic	QuantumPropsEmbedding	9997
7725	0.9715973734855652	organic	QuantumPropsEmbedding	9997
12097	0.9712441563606262	organic	QuantumPropsEmbedding	9997
6693	0.9706066250801086	organic	QuantumPropsEmbedding	9997
6375	0.9686192274093628	organic	QuantumPropsEmbedding	9997
7410	0.9682761430740356	organic	QuantumPropsEmbedding	9997
16212386	0.9676508903503418	organic	QuantumPropsEmbedding	9997
8025	0.9675047397613525	organic	QuantumPropsEmbedding	9997
7855	0.9671943783760071	organic	QuantumPropsEmbedding	9997
12259	0.966542661190033	organic	QuantumPropsEmbedding	9997
7505	0.9664263725280762	organic	QuantumPropsEmbedding	9997
10351	0.9653820395469666	organic	QuantumPropsEmbedding	9997
12333591	0.9649959206581116	organic	QuantumPropsEmbedding	9997
527	0.9642528891563416	organic	QuantumPropsEmbedding	9997
8419	0.9638757109642029	organic	QuantumPropsEmbedding	9997
7672	0.9638037085533142	organic	QuantumPropsEmbedding	9997
7047	0.9899933338165283	organic	QuantumPropsEmbedding	768
7612	0.9863994717597961	organic	QuantumPropsEmbedding	768
8029	0.983442485332489	organic	QuantumPropsEmbedding	768
8882	0.9801664352416992	organic	QuantumPropsEmbedding	768
6354	0.9705643653869629	organic	QuantumPropsEmbedding	768
7865	0.9685165286064148	organic	QuantumPropsEmbedding	768
241	0.9683071374893188	organic	QuantumPropsEmbedding	768
6347	0.9634090662002563	organic	QuantumPropsEmbedding	768
6351	0.9621017575263977	organic	QuantumPropsEmbedding	768
