CID,kmeans_cluster,hierarchical_cluster
6360,3,16
5897,19,15
7577,19,15
10241,20,10
6710,19,15
6780,20,10
6697,20,10
7020,8,10
33781,9,12
7304,9,12
6736,9,12
9134,9,12
9215,9,12
10249,9,12
1474,9,12
6854,9,12
9183,9,12
9177,9,12
12333591,9,12
798,9,12
8405,9,12
938,9,12
13651,9,12
1018,9,12
936,9,12
1049,9,12
9222,9,12
8027,9,12
7047,9,12
70255,9,12
74208,9,12
136882,9,12
26331,9,12
135738785,9,12
14296,9,12
30214,9,12
7903,29,2
398,29,2
6587,29,2
6375,29,2
943,29,2
946,29,2
3032552,29,2
247705,24,0
323,8,6
54710497,8,6
7852,2,9
422780,21,9
11807,21,9
6377,2,9
178,2,9
9033,2,9
2724127,19,15
7912,2,9
7965,2,9
8021,2,9
14256,21,9
700,21,9
6341,2,9
3301,2,9
16402,2,9
17857,2,9
11642,2,9
4,21,9
64150,2,9
8471,21,9
223,2,9
20473,22,14
13521,22,14
83756,22,14
87244,22,14
87622,22,14
15659,22,14
77929,22,14
14456,22,14
17317,22,14
76262,22,14
76004,22,14
12292,15,1
2266,15,1
5192,15,1
244872,15,1
8215,15,1
12736,15,1
75502,15,1
10467,15,1
16898,15,1
23524,15,1
10465,15,1
8094,15,1
10469,15,1
10459,15,1
196,15,1
8892,15,1
8203,24,0
19255,15,1
37982,15,1
5282596,15,1
94485,15,1
181572,15,1
20245,15,1
12572015,15,1
12591,15,1
10470,15,1
70095,15,1
10457,15,1
13828362,15,1
10468,15,1
7991,15,1
78173525,24,0
5281,15,1
2724554,15,1
11197,15,1
13185,15,1
10471,15,1
17085,15,1
15816,15,1
12046,15,1
10430,15,1
12284,15,1
264,15,1
22199,1,1
13297142,1,1
141135,1,1
743,15,1
22434,1,1
520159,1,1
13584,1,1
8139,1,1
13908485,1,1
14259,1,1
53705,1,1
41517,1,1
15609,1,1
22048,1,1
31284,1,1
20017,1,1
15610,1,1
41518,1,1
8201,1,1
8181,1,1
41431,1,1
75546,1,1
13908486,1,1
12400,1,1
75519,1,1
1032,15,1
10569,24,0
221064,24,0
516981,24,0
3032412,24,0
16040,24,0
12444466,24,0
12943206,24,0
7070,19,15
8447,18,20
23284,1,13
6490,1,13
7635,1,13
12209,1,13
176293,1,13
12475,1,13
7704,1,13
97746,1,13
97747,1,13
12756,1,13
9877768,1,13
16821,1,13
7742,1,13
7785,1,13
242342,1,5
274991,1,13
12348,1,13
31225,1,13
7795,1,13
7770,1,13
11529,1,13
10401,1,13
23368,1,13
12399,1,13
7762,1,13
7945,1,13
7749,1,13
12989,1,13
31265,1,13
2758,1,13
12813,1,13
7710,1,13
7302,1,13
81464,1,13
31276,1,13
6448,1,13
8038,1,13
7819,16,13
7351,1,13
518574,1,13
31272,1,13
8846,16,13
8164,1,13
8908,1,13
22833468,1,13
12217,1,13
7803,1,13
7997,1,13
12293,1,13
76007601,1,13
7714,1,13
7843,3,4
6334,3,16
12417,27,11
7284,27,11
145744,27,11
177,27,11
261,27,11
3485,27,11
7860,27,11
6561,27,11
11552,27,11
880,27,11
527,27,11
8063,27,11
30215,9,12
757,5,5
612,5,5
180,27,11
6569,27,11
11251,27,11
7904,16,13
61278,16,13
6324,3,16
