"APDB_idx","Chemical_Name","Molecule_CID","Target_GI","Target_GeneID","Target_Symbol","UniProtKB","PDB","Resolution"
"T.826","Dichlorobenzene (mixed isomers)",4685,109731339,2737,"GLI3","P10071","4BLD",2.8
"T.827","Dichlorobenzene (mixed isomers)",4685,325495557,8856,"NR1I2","O75469","6TFI",1.85
"T.828","Diethylenediamine",4837,348019627,2099,"ESR1","G4XH65",NA,NA
"T.829","Diethylenediamine",4837,119597822,1588,"CYP19A1","A0A024R5S8",NA,NA
"T.830","Diethylenediamine",4837,325495497,6256,"RXRA","Q6P3U7",NA,NA
"T.831","Diethylenediamine",4837,325495463,5914,"RARA","P10276","1DSZ",1.7
"T.832","Diethylenediamine",4837,109731339,2737,"GLI3","P10071","4BLD",2.8
"T.833","Diethylenediamine",4837,1047837853,1565,"CYP2D6","C1ID52",NA,NA
"T.834","Diethylenediamine",4837,55140668,1557,"CYP2C19","P33261","4GQS",2.87
"T.835","Diethylenediamine",4837,119619719,1544,"CYP1A2","P05177","2HI4",1.95
"T.836","Prednisone",4900,224028257,4780,"NFE2L2","Q16236","2FLU",1.5
"T.837","Pramitol",4928,4877999,51377,"UCHL5","Q9Y5K5",NA,NA
"T.838","Pramitol",4928,109731339,2737,"GLI3","P10071","4BLD",2.8
"T.839","Pramitol",4928,325495557,8856,"NR1I2","O75469","6TFI",1.85
"T.840","Pramitol",4928,119619719,1544,"CYP1A2","P05177","2HI4",1.95
"T.841","2-(1-methylethoxy)phenol methylcarbamate",4944,66775687,9970,"NR1I3","Q14994","1XVP",2.6
"T.842","2-(1-methylethoxy)phenol methylcarbamate",4944,113037,43,"ACHE","P22303","4M0E",2
"T.843","2-(1-methylethoxy)phenol methylcarbamate",4944,119619719,1544,"CYP1A2","P05177","2HI4",1.95
"T.844","Resorcinol",5054,13435386,1576,"CYP3A4","P08684","5VCC",1.7
"T.845","Resorcinol",5054,115456,760,"CA2","P00918","3K34",0.9
"T.846","Resorcinol",5054,461680,763,"CA5A","P35218",NA,NA
"T.847","Resorcinol",5054,8928041,11238,"CA5B","A0A024RBW9",NA,NA
"T.848","Resorcinol",5054,5915866,771,"CA12","O43570","5MSA",1.2
"T.849","Resorcinol",5054,8928036,23632,"CA14","A8K3J4",NA,NA
"T.850","Resorcinol",5054,325495545,2101,"ESRRA","P11474","3K6P",2
"T.851","Resorcinol",5054,115449,759,"CA1","P00915","7Q0D",1.24
"T.852","Resorcinol",5054,16516817,836,"CASP3","P42574","2DKO",1.06
"T.853","Resorcinol",5054,30582205,840,"CASP7","P55210","4JR2",1.65
"T.854","Resorcinol",5054,325495557,8856,"NR1I2","O75469","6TFI",1.85
"T.855","Decanedioic acid",5192,325495545,2101,"ESRRA","P11474","3K6P",2
"T.856","Decanedioic acid",5192,2498443,3065,"HDAC1","Q13547","4BKX",3
"T.857","Decanedioic acid",5192,55140668,1557,"CYP2C19","P33261","4GQS",2.87
"T.858","Stearic acid",5281,348019627,2099,"ESR1","G4XH65",NA,NA
"T.859","Stearic acid",5281,417522,5467,"PPARD","A0A024RCW6",NA,NA
"T.860","Stearic acid",5281,13432234,5468,"PPARG","E9PFX5",NA,NA
"T.861","Stearic acid",5281,3041727,5465,"PPARA","F1D8S4",NA,NA
"T.862","Stearic acid",5281,54288833,2100,"ESR2","F1D8N3",NA,NA
"T.863","Stearic acid",5281,131467,5770,"PTPN1","B4DSN5",NA,NA
"T.864","Tetramethylthiuram Disulfide",5455,10092619,4792,"NFKBIA","P25963","6Y1J",1.13
"T.865","Tetramethylthiuram Disulfide",5455,3290016,6002,"RGS12","O14924",NA,NA
"T.866","Tetramethylthiuram Disulfide",5455,33946324,2770,"GNAI1","P63096","6CRK",2
"T.867","Tetramethylthiuram Disulfide",5455,13435386,1576,"CYP3A4","P08684","5VCC",1.7
"T.868","Tetramethylthiuram Disulfide",5455,31542939,3248,"HPGD","P15428","2GDZ",1.65
"T.869","Tetramethylthiuram Disulfide",5455,30582681,216,"ALDH1A1","P00352","7JWS",1.6
"T.870","Tetramethylthiuram Disulfide",5455,89993689,4193,"MDM2","A0A0A8KB75",NA,NA
"T.871","Tetramethylthiuram Disulfide",5455,59036749,3630,"INS","I3WAC9",NA,NA
"T.872","Tetramethylthiuram Disulfide",5455,257380,351,"APP","A0A140VJC8",NA,NA
"T.873","Tetramethylthiuram Disulfide",5455,31881630,5732,"PTGER2","P43116","7CX2",2.8
"T.874","Tetramethylthiuram Disulfide",5455,119579178,3717,"JAK2","O60674","7LL4",1.31
"T.875","Tetramethylthiuram Disulfide",5455,33286418,5315,"PKM","P14618","6B6U",1.35
"T.876","Tetramethylthiuram Disulfide",5455,90903231,3064,"HTT","P42858","4RAV",2.5
"T.877","Tetramethylthiuram Disulfide",5455,14719829,22861,"NLRP1","Q9C000",NA,NA
"T.878","Tetramethylthiuram Disulfide",5455,4502523,774,"CACNA1B","Q00975","7VFS",2.8
"T.879","Tetramethylthiuram Disulfide",5455,7669492,2597,"GAPDH","P04406","6YND",1.52
"T.880","Tetramethylthiuram Disulfide",5455,32479527,3784,"KCNQ1","P51787",NA,NA
"T.881","Tetramethylthiuram Disulfide",5455,47117287,11343,"MGLL","Q99685","3PE6",1.35
"T.882","Tetramethylthiuram Disulfide",5455,60416391,2166,"FAAH","O00519",NA,NA
"T.883","Tetramethylthiuram Disulfide",5455,31563518,84557,"MAP1LC3A","Q9H492",NA,NA
"T.884","Tetramethylthiuram Disulfide",5455,153791535,2648,"KAT2A","Q92830","6J3P",1.6
"T.885","Tetramethylthiuram Disulfide",5455,63054845,7421,"VDR","F1D8P8",NA,NA
"T.886","Tetramethylthiuram Disulfide",5455,154146191,3320,"HSP90AA1","P07900","5J80",1.17
"T.887","Tetramethylthiuram Disulfide",5455,325495497,6256,"RXRA","Q6P3U7",NA,NA
"T.888","Tetramethylthiuram Disulfide",5455,325651834,3757,"KCNH2","A0A090N8Q0",NA,NA
"T.889","Tetramethylthiuram Disulfide",5455,216409728,10002,"NR2E3","Q9Y5X4",NA,NA
"T.890","Tetramethylthiuram Disulfide",5455,7705682,51053,"GMNN","A0A024QZY7",NA,NA
"T.891","Tetramethylthiuram Disulfide",5455,296439460,79915,"ATAD5","Q96QE3",NA,NA
"T.892","Tetramethylthiuram Disulfide",5455,215273941,6311,"ATXN2","F8VQP2",NA,NA
"T.893","Tetramethylthiuram Disulfide",5455,49066040,6097,"RORC","F1D8P6",NA,NA
"T.894","Tetramethylthiuram Disulfide",5455,119579215,6595,"SMARCA2","B4DSC8",NA,NA
"T.895","Tetramethylthiuram Disulfide",5455,89191863,1814,"DRD3","A8K8E4",NA,NA
"T.896","Tetramethylthiuram Disulfide",5455,32425330,3276,"PRMT1","A0A087X1W2",NA,NA
"T.897","Tetramethylthiuram Disulfide",5455,79154014,55775,"TDP1","A0A024R6L5",NA,NA
"T.898","Tetramethylthiuram Disulfide",5455,21359873,5347,"PLK1","P53350","3P34",1.4
"T.899","Tetramethylthiuram Disulfide",5455,20149576,4780,"NFE2L2","Q16236","2FLU",1.5
"T.900","Tetramethylthiuram Disulfide",5455,311348376,2908,"NR3C1","F1D8N4",NA,NA
"T.901","Tetramethylthiuram Disulfide",5455,124375976,367,"AR","P10275","4OHA",1.42
"T.902","Tetramethylthiuram Disulfide",5455,119597822,1588,"CYP19A1","A0A024R5S8",NA,NA
"T.903","Tetramethylthiuram Disulfide",5455,216409690,5467,"PPARD","A0A024RCW6",NA,NA
"T.904","Tetramethylthiuram Disulfide",5455,4504517,3315,"HSPB1","P04792","3Q9P",2
"T.905","Tetramethylthiuram Disulfide",5455,325495463,5914,"RARA","P10276","1DSZ",1.7
"T.906","Tetramethylthiuram Disulfide",5455,5915798,8424,"BBOX1","O75936","4C5W",1.7
"T.907","Tetramethylthiuram Disulfide",5455,66775687,9970,"NR1I3","Q14994","1XVP",2.6
"T.908","Tetramethylthiuram Disulfide",5455,325495545,2101,"ESRRA","P11474","3K6P",2
"T.909","Tetramethylthiuram Disulfide",5455,119601739,7253,"TSHR","A0A0A0MTJ0",NA,NA
"T.910","Tetramethylthiuram Disulfide",5455,348019627,2099,"ESR1","G4XH65",NA,NA
"T.911","Tetramethylthiuram Disulfide",5455,109731339,2737,"GLI3","P10071","4BLD",2.8
"T.912","Tetramethylthiuram Disulfide",5455,194306653,10413,"YAP1","P46937",NA,NA
"T.913","Tetramethylthiuram Disulfide",5455,82393684,5241,"PGR","P06401","1SQN",1.45
"T.914","Tetramethylthiuram Disulfide",5455,15928762,4087,"SMAD2","Q15796","6YIA",1.3
"T.915","Tetramethylthiuram Disulfide",5455,29792115,4088,"SMAD3","P84022","6YIB",1.7
"T.916","Tetramethylthiuram Disulfide",5455,16516817,836,"CASP3","P42574","2DKO",1.06
"T.917","Tetramethylthiuram Disulfide",5455,30582205,840,"CASP7","P55210","4JR2",1.65
"T.918","Tetramethylthiuram Disulfide",5455,464921,7201,"TRHR","P34981",NA,NA
"T.919","Tetramethylthiuram Disulfide",5455,177975,43,"ACHE","P22303","4M0E",2
"T.920","Tetramethylthiuram Disulfide",5455,116241348,10919,"EHMT2","A2ABF8",NA,NA
"T.921","Tetramethylthiuram Disulfide",5455,325511404,79813,"EHMT1","Q9H9B1","3HNA",1.5
"T.922","Tetramethylthiuram Disulfide",5455,417269,4015,"LOX","B7ZAJ4",NA,NA
"T.923","Tetramethylthiuram Disulfide",5455,13878585,4017,"LOXL2","Q9Y4K0","5ZE3",2.4
"T.924","Tetramethylthiuram Disulfide",5455,14916616,84695,"LOXL3","P58215",NA,NA
"T.925","Tetramethylthiuram Disulfide",5455,20177960,84171,"LOXL4","Q96JB6",NA,NA
"T.926","Tetramethylthiuram Disulfide",5455,269849759,7157,"TP53","K7PPA8",NA,NA
"T.927","Tetramethylthiuram Disulfide",5455,1871774576,1559,"CYP2C9","P11712","1R9O",2
"T.928","Tetramethylthiuram Disulfide",5455,74761281,28989,"NTMT1","A0A024R8E4",NA,NA
"T.929","Tetramethylthiuram Disulfide",5455,1047837853,1565,"CYP2D6","C1ID52",NA,NA
"T.930","Tetramethylthiuram Disulfide",5455,55140668,1557,"CYP2C19","P33261","4GQS",2.87
"T.931","Tetramethylthiuram Disulfide",5455,119619719,1544,"CYP1A2","P05177","2HI4",1.95
"T.932","Tetramethylthiuram Disulfide",5455,311033495,2203,"FBP1","P09467","7C9Q",1.88
"T.933","Glyceryl triacetate",5541,52000961,2778,"GNAS","A0A0S2Z3H8",NA,NA
"T.934","Glyceryl triacetate",5541,348019627,2099,"ESR1","G4XH65",NA,NA
"T.935","Glyceryl triacetate",5541,51095037,196,"AHR","A0A024R9Z8",NA,NA
"T.936","Glyceryl triacetate",5541,325495557,8856,"NR1I2","O75469","6TFI",1.85
"T.937","Glyceryl triacetate",5541,177975,43,"ACHE","P22303","4M0E",2
"T.938","Glyceryl triacetate",5541,119619719,1544,"CYP1A2","P05177","2HI4",1.95
"T.939","Tribromomethane",5558,124375976,367,"AR","P10275","4OHA",1.42
"T.940","Tribromomethane",5558,82393684,5241,"PGR","P06401","1SQN",1.45
"T.941","Tribromomethane",5558,1047837853,1565,"CYP2D6","C1ID52",NA,NA
"T.942","Tribromomethane",5558,119619719,1544,"CYP1A2","P05177","2HI4",1.95
"T.943","Triethylenetetramine",5565,134047703,761,"CA3","P07451","3UYQ",1.7
"T.944","Triethylenetetramine",5565,115465,762,"CA4","P22748","3FW3",1.72
"T.945","Triethylenetetramine",5565,461680,763,"CA5A","P35218",NA,NA
"T.946","Triethylenetetramine",5565,8928041,11238,"CA5B","A0A024RBW9",NA,NA
"T.947","Triethylenetetramine",5565,116241278,765,"CA6","B4DUH8",NA,NA
"T.948","Triethylenetetramine",5565,1168744,766,"CA7","P43166","7P1A",1.58
"T.949","Triethylenetetramine",5565,83300925,768,"CA9","A0A0S2Z3D0",NA,NA
"T.950","Triethylenetetramine",5565,8928036,23632,"CA14","A8K3J4",NA,NA
"T.951","Triethylenetetramine",5565,1047837853,1565,"CYP2D6","C1ID52",NA,NA
"T.952","Trifluralin",5569,119601739,7253,"TSHR","A0A0A0MTJ0",NA,NA
"T.953","Trifluralin",5569,66775687,9970,"NR1I3","Q14994","1XVP",2.6
"T.954","Trifluralin",5569,325495557,8856,"NR1I2","O75469","6TFI",1.85
"T.955","Trifluralin",5569,55140668,1557,"CYP2C19","P33261","4GQS",2.87
"T.956","Trifluralin",5569,527178914,1559,"CYP2C9","P11712","1R9O",2
"T.957","Trifluralin",5569,119619719,1544,"CYP1A2","P05177","2HI4",1.95
"T.958","10-Undecenoic acid",5634,216409690,5467,"PPARD","A0A024RCW6",NA,NA
"T.959","10-Undecenoic acid",5634,325495497,6256,"RXRA","Q6P3U7",NA,NA
"T.960","10-Undecenoic acid",5634,527178914,1559,"CYP2C9","P11712","1R9O",2
"T.961","Ethyl carbamate",5641,55140668,1557,"CYP2C19","P33261","4GQS",2.87
"T.962","Dibenz[a,h]anthracene",5889,32879895,3091,"HIF1A","Q16665","4H6J",1.52
"T.963","Dibenz[a,h]anthracene",5889,189491771,7068,"THRB","F1D8N7",NA,NA
"T.964","Dibenz[a,h]anthracene",5889,269849759,7157,"TP53","K7PPA8",NA,NA
"T.965","Dibenz[a,h]anthracene",5889,296439460,79915,"ATAD5","Q96QE3",NA,NA
"T.966","Dibenz[a,h]anthracene",5889,20149576,4780,"NFE2L2","Q16236","2FLU",1.5
"T.967","Dibenz[a,h]anthracene",5889,51095037,196,"AHR","A0A024R9Z8",NA,NA
"T.968","Dibenz[a,h]anthracene",5889,348019627,2099,"ESR1","G4XH65",NA,NA
"T.969","Dibenz[a,h]anthracene",5889,119611100,22926,"ATF6","A8K383",NA,NA
"T.970","Dibenz[a,h]anthracene",5889,325495463,5914,"RARA","P10276","1DSZ",1.7
"T.971","Dibenz[a,h]anthracene",5889,66775687,9970,"NR1I3","Q14994","1XVP",2.6
"T.972","Dibenz[a,h]anthracene",5889,325495545,2101,"ESRRA","P11474","3K6P",2
"T.973","Dibenz[a,h]anthracene",5889,1013403374,9734,"HDAC9","Q9UKV0",NA,NA
"T.974","Dibenz[a,h]anthracene",5889,124375976,367,"AR","P10275","4OHA",1.42
"T.975","Dibenz[a,h]anthracene",5889,325495557,8856,"NR1I2","O75469","6TFI",1.85
"T.976","Dibenz[a,h]anthracene",5889,48429256,1545,"CYP1B1","Q16678","3PM0",2.7
"T.977","Dibenz[a,h]anthracene",5889,119619719,1544,"CYP1A2","P05177","2HI4",1.95
"T.978","2-Acetylaminofluorene",5897,113978,4128,"MAOA","P21397","2Z5Y",2.17
"T.979","2-Acetylaminofluorene",5897,1786505126,150,"ADRA2A","P08913","6KUX",2.7
"T.980","2-Acetylaminofluorene",5897,128616,6530,"SLC6A2","A0A024R6T9",NA,NA
"T.981","2-Acetylaminofluorene",5897,1168220,3357,"HTR2B","P41595","4IB4",2.7
"T.982","2-Acetylaminofluorene",5897,2203400137,3358,"HTR2C","P28335","6BQH",2.7
"T.983","2-Acetylaminofluorene",5897,400630,6532,"SLC6A4","B2R7Y7",NA,NA
"T.984","2-Acetylaminofluorene",5897,1476413392,1544,"CYP1A2","P05177","2HI4",1.95
"T.985","2-Acetylaminofluorene",5897,296439460,79915,"ATAD5","Q96QE3",NA,NA
"T.986","2-Acetylaminofluorene",5897,311348376,2908,"NR3C1","F1D8N4",NA,NA
"T.987","2-Acetylaminofluorene",5897,124375976,367,"AR","P10275","4OHA",1.42
"T.988","2-Acetylaminofluorene",5897,348019627,2099,"ESR1","G4XH65",NA,NA
"T.989","2-Acetylaminofluorene",5897,51095037,196,"AHR","A0A024R9Z8",NA,NA
"T.990","2-Acetylaminofluorene",5897,20149576,4780,"NFE2L2","Q16236","2FLU",1.5
"T.991","2-Acetylaminofluorene",5897,325495463,5914,"RARA","P10276","1DSZ",1.7
"T.992","2-Acetylaminofluorene",5897,66775687,9970,"NR1I3","Q14994","1XVP",2.6
"T.993","2-Acetylaminofluorene",5897,325495545,2101,"ESRRA","P11474","3K6P",2
"T.994","2-Acetylaminofluorene",5897,119601739,7253,"TSHR","A0A0A0MTJ0",NA,NA
"T.995","2-Acetylaminofluorene",5897,1013403374,9734,"HDAC9","Q9UKV0",NA,NA
"T.996","2-Acetylaminofluorene",5897,325495557,8856,"NR1I2","O75469","6TFI",1.85
"T.997","2-Acetylaminofluorene",5897,82393684,5241,"PGR","P06401","1SQN",1.45
"T.998","2-Acetylaminofluorene",5897,55140668,1557,"CYP2C19","P33261","4GQS",2.87
"T.999","2-Acetylaminofluorene",5897,527178914,1559,"CYP2C9","P11712","1R9O",2
"T.1000","2-Acetylaminofluorene",5897,115371803,1576,"CYP3A4","P08684","5VCC",1.7
"T.1001","Carbon tetrachloride",5943,117250,1571,"CYP2E1","P05181","3E6I",2.2
"T.1002","Benz(a)anthracene",5954,296439460,79915,"ATAD5","Q96QE3",NA,NA
"T.1003","Benz(a)anthracene",5954,20149576,4780,"NFE2L2","Q16236","2FLU",1.5
"T.1004","Benz(a)anthracene",5954,51095037,196,"AHR","A0A024R9Z8",NA,NA
"T.1005","Benz(a)anthracene",5954,269849759,7157,"TP53","K7PPA8",NA,NA
"T.1006","Benz(a)anthracene",5954,124375976,367,"AR","P10275","4OHA",1.42
"T.1007","Benz(a)anthracene",5954,348019627,2099,"ESR1","G4XH65",NA,NA
"T.1008","Benz(a)anthracene",5954,119611100,22926,"ATF6","A8K383",NA,NA
"T.1009","Benz(a)anthracene",5954,325495463,5914,"RARA","P10276","1DSZ",1.7
"T.1010","Benz(a)anthracene",5954,66775687,9970,"NR1I3","Q14994","1XVP",2.6
"T.1011","Benz(a)anthracene",5954,325495545,2101,"ESRRA","P11474","3K6P",2
"T.1012","Benz(a)anthracene",5954,1013403374,9734,"HDAC9","Q9UKV0",NA,NA
"T.1013","Benz(a)anthracene",5954,109731339,2737,"GLI3","P10071","4BLD",2.8
"T.1014","Benz(a)anthracene",5954,54288833,2100,"ESR2","F1D8N3",NA,NA
"T.1015","Benz(a)anthracene",5954,325495557,8856,"NR1I2","O75469","6TFI",1.85
"T.1016","Benz(a)anthracene",5954,82393684,5241,"PGR","P06401","1SQN",1.45
"T.1017","Benz(a)anthracene",5954,1047837853,1565,"CYP2D6","C1ID52",NA,NA
"T.1018","Benz(a)anthracene",5954,55140668,1557,"CYP2C19","P33261","4GQS",2.87
"T.1019","Benz(a)anthracene",5954,527178914,1559,"CYP2C9","P11712","1R9O",2
"T.1020","Benz(a)anthracene",5954,119619719,1544,"CYP1A2","P05177","2HI4",1.95
"T.1021","2-Propenyl Isothiocyanate",5971,313104269,8989,"TRPA1","O75762","6HC8",1.9
"T.1022","2-Propenyl Isothiocyanate",5971,1170955,4282,"MIF","I4AY87",NA,NA
"T.1023","2-Propenyl Isothiocyanate",5971,296452849,7442,"TRPV1","Q8NER1",NA,NA
"T.1024","2-Propenyl Isothiocyanate",5971,131467,5770,"PTPN1","B4DSN5",NA,NA
"T.1025","2-Propenyl Isothiocyanate",5971,325495557,8856,"NR1I2","O75469","6TFI",1.85
"T.1026","2-Propenyl Isothiocyanate",5971,55140668,1557,"CYP2C19","P33261","4GQS",2.87
"T.1027","1,1-Dimethylhydrazine",5976,119619719,1544,"CYP1A2","P05177","2HI4",1.95
"T.1028","Chlordane",5993,13435386,1576,"CYP3A4","P08684","5VCC",1.7
"T.1029","Chlordane",5993,38016895,7253,"TSHR","A0A0A0MTJ0",NA,NA
"T.1030","Chlordane",5993,325651834,3757,"KCNH2","A0A090N8Q0",NA,NA
"T.1031","Chlordane",5993,20149576,4780,"NFE2L2","Q16236","2FLU",1.5
"T.1032","Chlordane",5993,186368,3576,"CXCL8","A0A024RDA5",NA,NA
"T.1033","Chlordane",5993,49066040,6097,"RORC","F1D8P6",NA,NA
"T.1034","Chlordane",5993,325495557,8856,"NR1I2","O75469","6TFI",1.85
"T.1035","Chlordane",5993,124375976,367,"AR","P10275","4OHA",1.42
"T.1036","Chlordane",5993,348019627,2099,"ESR1","G4XH65",NA,NA
"T.1037","Chlordane",5993,119597822,1588,"CYP19A1","A0A024R5S8",NA,NA
"T.1038","Chlordane",5993,119627033,3725,"JUN","P05412","6Y3V",1.5
"T.1039","Chlordane",5993,66775687,9970,"NR1I3","Q14994","1XVP",2.6
"T.1040","Chlordane",5993,325495545,2101,"ESRRA","P11474","3K6P",2
"T.1041","Chlordane",5993,54288833,2100,"ESR2","F1D8N3",NA,NA
"T.1042","Chlordane",5993,82393684,5241,"PGR","P06401","1SQN",1.45
"T.1043","Chlordane",5993,16516817,836,"CASP3","P42574","2DKO",1.06
"T.1044","Chlordane",5993,30582205,840,"CASP7","P55210","4JR2",1.65
"T.1045","Chlordane",5993,55140668,1557,"CYP2C19","P33261","4GQS",2.87
"T.1046","Chlordane",5993,527178914,1559,"CYP2C9","P11712","1R9O",2
"T.1047","Cholesterol",5997,20149576,4780,"NFE2L2","Q16236","2FLU",1.5
"T.1048","Cholesterol",5997,238054374,5243,"ABCB1","A4D1D2",NA,NA
"T.1049","Cholesterol",5997,19743905,6095,"RORA","A0A0C4DFP5",NA,NA
"T.1050","Cholesterol",5997,49066040,6097,"RORC","F1D8P6",NA,NA
"T.1051","Cholesterol",5997,12585217,10858,"CYP46A1","Q9Y6A2","3MDM",1.6
"T.1052","7,12-Dimethylbenz(a)anthracene",6001,32879895,3091,"HIF1A","Q16665","4H6J",1.52
"T.1053","7,12-Dimethylbenz(a)anthracene",6001,4885057,187,"APLNR","B2RDH3",NA,NA
"T.1054","7,12-Dimethylbenz(a)anthracene",6001,219518789,114548,"NLRP3","Q96P20",NA,NA
"T.1055","7,12-Dimethylbenz(a)anthracene",6001,88702791,4194,"MDM4","O15151",NA,NA
"T.1056","7,12-Dimethylbenz(a)anthracene",6001,89993689,4193,"MDM2","A0A0A8KB75",NA,NA
"T.1057","7,12-Dimethylbenz(a)anthracene",6001,63477962,4985,"OPRD1","P41143",NA,NA
"T.1058","7,12-Dimethylbenz(a)anthracene",6001,117940060,4988,"OPRM1","G8XRH5",NA,NA
"T.1059","7,12-Dimethylbenz(a)anthracene",6001,116283940,79915,"ATAD5","Q96QE3",NA,NA
"T.1060","7,12-Dimethylbenz(a)anthracene",6001,728984,672,"BRCA1","P38398","4IGK",1.75
"T.1061","7,12-Dimethylbenz(a)anthracene",6001,116241265,580,"BARD1","A0AVN2",NA,NA
"T.1062","7,12-Dimethylbenz(a)anthracene",6001,348019627,2099,"ESR1","G4XH65",NA,NA
"T.1063","7,12-Dimethylbenz(a)anthracene",6001,325495497,6256,"RXRA","Q6P3U7",NA,NA
"T.1064","7,12-Dimethylbenz(a)anthracene",6001,7705682,51053,"GMNN","A0A024QZY7",NA,NA
"T.1065","7,12-Dimethylbenz(a)anthracene",6001,4503385,1813,"DRD2","A0A024R3C5",NA,NA
"T.1066","7,12-Dimethylbenz(a)anthracene",6001,269849759,7157,"TP53","K7PPA8",NA,NA
"T.1067","7,12-Dimethylbenz(a)anthracene",6001,20149576,4780,"NFE2L2","Q16236","2FLU",1.5
"T.1068","7,12-Dimethylbenz(a)anthracene",6001,51095037,196,"AHR","A0A024R9Z8",NA,NA
"T.1069","7,12-Dimethylbenz(a)anthracene",6001,49066040,6097,"RORC","F1D8P6",NA,NA
"T.1070","7,12-Dimethylbenz(a)anthracene",6001,325495557,8856,"NR1I2","O75469","6TFI",1.85
"T.1071","7,12-Dimethylbenz(a)anthracene",6001,311348376,2908,"NR3C1","F1D8N4",NA,NA
"T.1072","7,12-Dimethylbenz(a)anthracene",6001,124375976,367,"AR","P10275","4OHA",1.42
"T.1073","7,12-Dimethylbenz(a)anthracene",6001,119597822,1588,"CYP19A1","A0A024R5S8",NA,NA
"T.1074","7,12-Dimethylbenz(a)anthracene",6001,216409692,5468,"PPARG","E9PFX5",NA,NA
"T.1075","7,12-Dimethylbenz(a)anthracene",6001,325495553,9971,"NR1H4","F1DAL1",NA,NA
"T.1076","7,12-Dimethylbenz(a)anthracene",6001,4504517,3315,"HSPB1","P04792","3Q9P",2
"T.1077","7,12-Dimethylbenz(a)anthracene",6001,119611100,22926,"ATF6","A8K383",NA,NA
"T.1078","7,12-Dimethylbenz(a)anthracene",6001,119626539,4790,"NFKB1","A0A024RDJ4",NA,NA
"T.1079","7,12-Dimethylbenz(a)anthracene",6001,119627033,3725,"JUN","P05412","6Y3V",1.5
"T.1080","7,12-Dimethylbenz(a)anthracene",6001,325495463,5914,"RARA","P10276","1DSZ",1.7
"T.1081","7,12-Dimethylbenz(a)anthracene",6001,66775687,9970,"NR1I3","Q14994","1XVP",2.6
"T.1082","7,12-Dimethylbenz(a)anthracene",6001,325495545,2101,"ESRRA","P11474","3K6P",2
"T.1083","7,12-Dimethylbenz(a)anthracene",6001,119601739,7253,"TSHR","A0A0A0MTJ0",NA,NA
"T.1084","7,12-Dimethylbenz(a)anthracene",6001,109731339,2737,"GLI3","P10071","4BLD",2.8
"T.1085","7,12-Dimethylbenz(a)anthracene",6001,82393684,5241,"PGR","P06401","1SQN",1.45
"T.1086","7,12-Dimethylbenz(a)anthracene",6001,55140668,1557,"CYP2C19","P33261","4GQS",2.87
"T.1087","7,12-Dimethylbenz(a)anthracene",6001,527178914,1559,"CYP2C9","P11712","1R9O",2
"T.1088","7,12-Dimethylbenz(a)anthracene",6001,119619719,1544,"CYP1A2","P05177","2HI4",1.95
"T.1089","7,12-Dimethylbenz(a)anthracene",6001,115371803,1576,"CYP3A4","P08684","5VCC",1.7
"T.1090","Ethylenediaminetetraacetic acid",6049,112927,351,"APP","A0A140VJC8",NA,NA
"T.1091","Ethylenediaminetetraacetic acid",6049,66775687,9970,"NR1I3","Q14994","1XVP",2.6
"T.1092","Ethylenediaminetetraacetic acid",6049,325495545,2101,"ESRRA","P11474","3K6P",2
"T.1093","Ethylenediaminetetraacetic acid",6049,124375976,367,"AR","P10275","4OHA",1.42
"T.1094","Ethylenediaminetetraacetic acid",6049,82393684,5241,"PGR","P06401","1SQN",1.45
"T.1095","Ethylenediaminetetraacetic acid",6049,113045,1636,"ACE","B4DKH4",NA,NA
"T.1096","Ethylenediaminetetraacetic acid",6049,55140668,1557,"CYP2C19","P33261","4GQS",2.87
"T.1097","Ethylenediaminetetraacetic acid",6049,119619719,1544,"CYP1A2","P05177","2HI4",1.95
"T.1098","4-(Dimethylamino)azobenzene",6053,92096784,4137,"MAPT","P10636","6ODG",1
"T.1099","4-(Dimethylamino)azobenzene",6053,1698399,672,"BRCA1","P38398","4IGK",1.75
"T.1100","4-(Dimethylamino)azobenzene",6053,20149576,4780,"NFE2L2","Q16236","2FLU",1.5
"T.1101","4-(Dimethylamino)azobenzene",6053,51095037,196,"AHR","A0A024R9Z8",NA,NA
"T.1102","4-(Dimethylamino)azobenzene",6053,296439460,79915,"ATAD5","Q96QE3",NA,NA
"T.1103","4-(Dimethylamino)azobenzene",6053,26667227,2139,"EYA2","O00167","4EGC",1.99
"T.1104","4-(Dimethylamino)azobenzene",6053,6014741,1487,"CTBP1","Q13363","1MX3",1.95
"T.1105","4-(Dimethylamino)azobenzene",6053,124375976,367,"AR","P10275","4OHA",1.42
"T.1106","4-(Dimethylamino)azobenzene",6053,348019627,2099,"ESR1","G4XH65",NA,NA
"T.1107","4-(Dimethylamino)azobenzene",6053,325495463,5914,"RARA","P10276","1DSZ",1.7
"T.1108","4-(Dimethylamino)azobenzene",6053,66775687,9970,"NR1I3","Q14994","1XVP",2.6
"T.1109","4-(Dimethylamino)azobenzene",6053,325495545,2101,"ESRRA","P11474","3K6P",2
"T.1110","4-(Dimethylamino)azobenzene",6053,1013403374,9734,"HDAC9","Q9UKV0",NA,NA
"T.1111","4-(Dimethylamino)azobenzene",6053,109731339,2737,"GLI3","P10071","4BLD",2.8
