"APDB_idx","Chemical_Name","Molecule_CID","Target_GI","Target_GeneID","Target_Symbol","UniProtKB","PDB","Resolution"
"T.1","1,2,4-Trichlorobenzene",13,325495497,6256,"RXRA","Q6P3U7",NA,NA
"T.2","1,2,4-Trichlorobenzene",13,325495463,5914,"RARA","P10276","1DSZ",1.7
"T.3","1,2,4-Trichlorobenzene",13,119601739,7253,"TSHR","A0A0A0MTJ0",NA,NA
"T.4","1,2,4-Trichlorobenzene",13,54288833,2100,"ESR2","F1D8N3",NA,NA
"T.5","1,2,4-Trichlorobenzene",13,348019627,2099,"ESR1","G4XH65",NA,NA
"T.6","1,2,4-Trichlorobenzene",13,55140668,1557,"CYP2C19","P33261","4GQS",2.87
"T.7","1,2,4-Trichlorobenzene",13,527178914,1559,"CYP2C9","P11712","1R9O",2
"T.8","Ethylene glycol",174,348019627,2099,"ESR1","G4XH65",NA,NA
"T.9","Ethylene glycol",174,1047837853,1565,"CYP2D6","C1ID52",NA,NA
"T.10","Acetic acid",176,125370,2534,"FYN","P06241","7A2P",0.9
"T.11","Acetic acid",176,125474,3932,"LCK","A0A0S2Z3Y8",NA,NA
"T.12","Acetic acid",176,4885329,2865,"FFAR3","A0A0K0PUW7",NA,NA
"T.13","Acetic acid",176,4885333,2867,"FFAR2","C6KYL4",NA,NA
"T.14","Acetic acid",176,119619719,1544,"CYP1A2","P05177","2HI4",1.95
"T.15","Acetaldehyde",177,124375976,367,"AR","P10275","4OHA",1.42
"T.16","Acetaldehyde",177,348019627,2099,"ESR1","G4XH65",NA,NA
"T.17","Acetaldehyde",177,119597822,1588,"CYP19A1","A0A024R5S8",NA,NA
"T.18","Acetaldehyde",177,325495463,5914,"RARA","P10276","1DSZ",1.7
"T.19","Acetaldehyde",177,66775687,9970,"NR1I3","Q14994","1XVP",2.6
"T.20","Acetaldehyde",177,325495545,2101,"ESRRA","P11474","3K6P",2
"T.21","Acetaldehyde",177,119601739,7253,"TSHR","A0A0A0MTJ0",NA,NA
"T.22","Acetaldehyde",177,109731339,2737,"GLI3","P10071","4BLD",2.8
"T.23","Acetaldehyde",177,116534990,8989,"TRPA1","O75762","6HC8",1.9
"T.24","Acetaldehyde",177,325495557,8856,"NR1I2","O75469","6TFI",1.85
"T.25","Acetaldehyde",177,464921,7201,"TRHR","P34981",NA,NA
"T.26","Acetaldehyde",177,177975,43,"ACHE","P22303","4M0E",2
"T.27","Acetaldehyde",177,1047837853,1565,"CYP2D6","C1ID52",NA,NA
"T.28","Acetaldehyde",177,119619719,1544,"CYP1A2","P05177","2HI4",1.95
"T.29","Acetaldehyde",177,146048409,3757,"KCNH2","A0A090N8Q0",NA,NA
"T.30","Ammonia",222,586092,7068,"THRB","F1D8N7",NA,NA
"T.31","Benzaldehyde",240,30582681,216,"ALDH1A1","P00352","7JWS",1.6
"T.32","Benzaldehyde",240,1746750942,1548,"CYP2A6","P11509","2FDV",1.65
"T.33","Benzoic acid",243,25453448,1610,"DAO","A0A024RBI1",NA,NA
"T.34","Benzoic acid",243,348019627,2099,"ESR1","G4XH65",NA,NA
"T.35","Benzoic acid",243,325495545,2101,"ESRRA","P11474","3K6P",2
"T.36","Benzoic acid",243,177975,43,"ACHE","P22303","4M0E",2
"T.37","Benzoic acid",243,166221824,93100,"NAPRT","Q6XQN6","4YUB",2.9
"T.38","Benzoic acid",243,1047837853,1565,"CYP2D6","C1ID52",NA,NA
"T.39","Benzoic acid",243,55140668,1557,"CYP2C19","P33261","4GQS",2.87
"T.40","Benzoic acid",243,119619719,1544,"CYP1A2","P05177","2HI4",1.95
"T.41","Benzyl alcohol",244,177975,43,"ACHE","P22303","4M0E",2
"T.42","Benzyl alcohol",244,55140668,1557,"CYP2C19","P33261","4GQS",2.87
"T.43","Butyraldehyde",261,30582681,216,"ALDH1A1","P00352","7JWS",1.6
"T.44","2,3-Butanediol",262,325495497,6256,"RXRA","Q6P3U7",NA,NA
"T.45","N-butyl alcohol",263,89191863,1814,"DRD3","A8K8E4",NA,NA
"T.46","Butanoic acid",264,2498443,3065,"HDAC1","Q13547","4BKX",3
"T.47","Butanoic acid",264,3334210,8841,"HDAC3","O15379","4A69",2.06
"T.48","Butanoic acid",264,19865267,9734,"HDAC9","Q9UKV0",NA,NA
"T.49","Butanoic acid",264,26394832,79885,"HDAC11","Q96DB2",NA,NA
"T.50","Butanoic acid",264,27734403,83933,"HDAC10","Q969S8",NA,NA
"T.51","Butanoic acid",264,29839394,55869,"HDAC8","Q9BY41","5VI6",1.24
"T.52","Butanoic acid",264,30913097,51564,"HDAC7","Q8WUI4",NA,NA
"T.53","Butanoic acid",264,68068066,3066,"HDAC2","Q92769","7KBG",1.26
"T.54","Butanoic acid",264,205371758,10013,"HDAC6","B4DZH6",NA,NA
"T.55","Butanoic acid",264,259016348,9759,"HDAC4","P56524",NA,NA
"T.56","Butanoic acid",264,296434519,10014,"HDAC5","Q9UQL6",NA,NA
"T.57","Butanoic acid",264,4885329,2865,"FFAR3","A0A0K0PUW7",NA,NA
"T.58","Butanoic acid",264,4885333,2867,"FFAR2","C6KYL4",NA,NA
"T.59","Butanoic acid",264,29171311,338442,"HCAR2","Q8TDS4",NA,NA
"T.60","1,2-Benzenediol",289,154146191,3320,"HSP90AA1","P07900","5J80",1.17
"T.61","1,2-Benzenediol",289,341916350,3326,"HSP90AB1","A0A024RD80",NA,NA
"T.62","1,2-Benzenediol",289,1832253,246,"ALOX15","P16050",NA,NA
"T.63","1,2-Benzenediol",289,31542939,3248,"HPGD","P15428","2GDZ",1.65
"T.64","1,2-Benzenediol",289,32879895,3091,"HIF1A","Q16665","4H6J",1.52
"T.65","1,2-Benzenediol",289,30582681,216,"ALDH1A1","P00352","7JWS",1.6
"T.66","1,2-Benzenediol",289,4826730,2475,"MTOR","P42345","4DRI",1.45
"T.67","1,2-Benzenediol",289,115456,760,"CA2","P00918","3K34",0.9
"T.68","1,2-Benzenediol",289,134047703,761,"CA3","P07451","3UYQ",1.7
"T.69","1,2-Benzenediol",289,115465,762,"CA4","P22748","3FW3",1.72
"T.70","1,2-Benzenediol",289,8928041,11238,"CA5B","A0A024RBW9",NA,NA
"T.71","1,2-Benzenediol",289,5915866,771,"CA12","O43570","5MSA",1.2
"T.72","1,2-Benzenediol",289,8928036,23632,"CA14","A8K3J4",NA,NA
"T.73","1,2-Benzenediol",289,4505931,5423,"POLB","P06746","4KLI",1.6
"T.74","1,2-Benzenediol",289,117938328,26013,"L3MBTL1","Q9Y468","1OZ2",1.55
"T.75","1,2-Benzenediol",289,4758356,2237,"FEN1","P39748","1U7B",1.88
"T.76","1,2-Benzenediol",289,41055989,54737,"MPHOSPH8","Q99549","6V2S",1.6
"T.77","1,2-Benzenediol",289,348019627,2099,"ESR1","G4XH65",NA,NA
"T.78","1,2-Benzenediol",289,311348376,2908,"NR3C1","F1D8N4",NA,NA
"T.79","1,2-Benzenediol",289,7705344,51426,"POLK","Q9UBT6","6CST",2
"T.80","1,2-Benzenediol",289,154350220,11201,"POLI","Q9UNA4","3OSN",1.9
"T.81","1,2-Benzenediol",289,71051501,2744,"GLS","O94925","5U0I",1.42
"T.82","1,2-Benzenediol",289,269849668,4318,"MMP9","P14780","6ESM",1.1
"T.83","1,2-Benzenediol",289,2811086,1956,"EGFR","Q504U8",NA,NA
"T.84","1,2-Benzenediol",289,125370,2534,"FYN","P06241","7A2P",0.9
"T.85","1,2-Benzenediol",289,20149576,4780,"NFE2L2","Q16236","2FLU",1.5
"T.86","1,2-Benzenediol",289,49066040,6097,"RORC","F1D8P6",NA,NA
"T.87","1,2-Benzenediol",289,119597822,1588,"CYP19A1","A0A024R5S8",NA,NA
"T.88","1,2-Benzenediol",289,51095037,196,"AHR","A0A024R9Z8",NA,NA
"T.89","1,2-Benzenediol",289,325495545,2101,"ESRRA","P11474","3K6P",2
"T.90","1,2-Benzenediol",289,66775687,9970,"NR1I3","Q14994","1XVP",2.6
"T.91","1,2-Benzenediol",289,115449,759,"CA1","P00915","7Q0D",1.24
"T.92","1,2-Benzenediol",289,109731339,2737,"GLI3","P10071","4BLD",2.8
"T.93","1,2-Benzenediol",289,54288833,2100,"ESR2","F1D8N3",NA,NA
"T.94","1,2-Benzenediol",289,126302584,5290,"PIK3CA","P42336","7L1C",1.96
"T.95","1,2-Benzenediol",289,325495557,8856,"NR1I2","O75469","6TFI",1.85
"T.96","1,2-Benzenediol",289,15928762,4087,"SMAD2","Q15796","6YIA",1.3
"T.97","1,2-Benzenediol",289,29792115,4088,"SMAD3","P84022","6YIB",1.7
"T.98","1,2-Benzenediol",289,557948069,28989,"NTMT1","A0A024R8E4",NA,NA
"T.99","1,2-Benzenediol",289,55140668,1557,"CYP2C19","P33261","4GQS",2.87
"T.100","Chloroacetic acid",300,20149576,4780,"NFE2L2","Q16236","2FLU",1.5
"T.101","Cinnamaldehyde",307,124375976,367,"AR","P10275","4OHA",1.42
"T.102","Coumarin",323,1746750942,1548,"CYP2A6","P11509","2FDV",1.65
"T.103","Coumarin",323,115449,759,"CA1","P00915","7Q0D",1.24
"T.104","Coumarin",323,134047703,761,"CA3","P07451","3UYQ",1.7
"T.105","Coumarin",323,115465,762,"CA4","P22748","3FW3",1.72
"T.106","Coumarin",323,461680,763,"CA5A","P35218",NA,NA
"T.107","Coumarin",323,8928041,11238,"CA5B","A0A024RBW9",NA,NA
"T.108","Coumarin",323,116241278,765,"CA6","B4DUH8",NA,NA
"T.109","Coumarin",323,1168744,766,"CA7","P43166","7P1A",1.58
"T.110","Coumarin",323,83300925,768,"CA9","A0A0S2Z3D0",NA,NA
"T.111","Coumarin",323,5915866,771,"CA12","O43570","5MSA",1.2
"T.112","Coumarin",323,8928036,23632,"CA14","A8K3J4",NA,NA
"T.113","Coumarin",323,115456,760,"CA2","P00918","3K34",0.9
"T.114","Coumarin",323,20149576,4780,"NFE2L2","Q16236","2FLU",1.5
"T.115","Coumarin",323,1476413392,1544,"CYP1A2","P05177","2HI4",1.95
"T.116","Coumarin",323,6686268,1559,"CYP2C9","P11712","1R9O",2
"T.117","Coumarin",323,2203400810,1557,"CYP2C19","P33261","4GQS",2.87
"T.118","Coumarin",323,84028191,1565,"CYP2D6","C1ID52",NA,NA
"T.119","Coumarin",323,116241312,1576,"CYP3A4","P08684","5VCC",1.7
"T.120","Coumarin",323,325495557,8856,"NR1I2","O75469","6TFI",1.85
"T.121","Coumarin",323,348019627,2099,"ESR1","G4XH65",NA,NA
"T.122","Coumarin",323,83304396,4170,"MCL1","A0A087WT64",NA,NA
"T.123","4-Vinylguaiacol",332,109731339,2737,"GLI3","P10071","4BLD",2.8
"T.124","4-Vinylguaiacol",332,55140668,1557,"CYP2C19","P33261","4GQS",2.87
"T.125","4-Vinylguaiacol",332,527178914,1559,"CYP2C9","P11712","1R9O",2
"T.126","4-Vinylguaiacol",332,119619719,1544,"CYP1A2","P05177","2HI4",1.95
"T.127","4-Vinylguaiacol",332,115371803,1576,"CYP3A4","P08684","5VCC",1.7
"T.128","o-Cresylic acid (mixed cresols)",335,119619719,1544,"CYP1A2","P05177","2HI4",1.95
"T.129","Salicylic acid",338,115449,759,"CA1","P00915","7Q0D",1.24
"T.130","Salicylic acid",338,115456,760,"CA2","P00918","3K34",0.9
"T.131","Salicylic acid",338,115465,762,"CA4","P22748","3FW3",1.72
"T.132","Salicylic acid",338,116241278,765,"CA6","B4DUH8",NA,NA
"T.133","Salicylic acid",338,5915866,771,"CA12","O43570","5MSA",1.2
"T.134","Salicylic acid",338,8928036,23632,"CA14","A8K3J4",NA,NA
"T.135","Salicylic acid",338,37622910,1128,"CHRM1","P11229",NA,NA
"T.136","Salicylic acid",338,7108336,1133,"CHRM5","A0A024R9I2",NA,NA
"T.137","Salicylic acid",338,9998948,9311,"ASIC3","A0A090N7X8",NA,NA
"T.138","Salicylic acid",338,6174895,5172,"SLC26A4","O43511",NA,NA
"T.139","Salicylic acid",338,123369,3146,"HMGB1","A0A024RDR0",NA,NA
"T.140","Salicylic acid",338,166221824,93100,"NAPRT","Q6XQN6","4YUB",2.9
"T.141","M-cresol",342,113037,43,"ACHE","P22303","4M0E",2
"T.142","M-cresol",342,20149576,4780,"NFE2L2","Q16236","2FLU",1.5
"T.143","Phloroglucinol",359,1209676904,23621,"BACE1","B7Z3Z4",NA,NA
"T.144","Octanoic acid",379,5016090,190,"NR0B1","F1D8P4",NA,NA
"T.145","Octanoic acid",379,74730587,9376,"SLC22A8","B2R807",NA,NA
"T.146","Octanoic acid",379,74762955,9356,"SLC22A6","Q4U2R8",NA,NA
"T.147","Octanoic acid",379,119601739,7253,"TSHR","A0A0A0MTJ0",NA,NA
"T.148","Octanoic acid",379,325495545,2101,"ESRRA","P11474","3K6P",2
"T.149","Octanoic acid",379,348019627,2099,"ESR1","G4XH65",NA,NA
"T.150","Octanoic acid",379,66774035,53831,"GPR84","Q9NQS5",NA,NA
"T.151","Octanoic acid",379,55140668,1557,"CYP2C19","P33261","4GQS",2.87
"T.152","Hydrogen sulfide",402,115449,759,"CA1","P00915","7Q0D",1.24
"T.153","Hydrogen sulfide",402,115456,760,"CA2","P00918","3K34",0.9
"T.154","Hydrogen sulfide",402,461680,763,"CA5A","P35218",NA,NA
"T.155","Hydrogen sulfide",402,8928041,11238,"CA5B","A0A024RBW9",NA,NA
"T.156","Hydrogen sulfide",402,83300925,768,"CA9","A0A0S2Z3D0",NA,NA
"T.157","Nornicotine",412,113105,1141,"CHRNB2","P17787","6CNJ",3.4
"T.158","Nornicotine",412,1351848,1137,"CHRNA4","B4DK78",NA,NA
"T.159","Nornicotine",412,2506127,1139,"CHRNA7","P36544","5AFN",2.15
"T.160","Guaiacol",460,115456,760,"CA2","P00918","3K34",0.9
"T.161","Guaiacol",460,269849759,7157,"TP53","K7PPA8",NA,NA
"T.162","Guaiacol",460,119619719,1544,"CYP1A2","P05177","2HI4",1.95
"T.163","Dibenzofuran",568,55140668,1557,"CYP2C19","P33261","4GQS",2.87
"T.164","Dibenzofuran",568,527178914,1559,"CYP2C9","P11712","1R9O",2
"T.165","Dibenzofuran",568,119619719,1544,"CYP1A2","P05177","2HI4",1.95
"T.166","Lactic acid",612,124375976,367,"AR","P10275","4OHA",1.42
"T.167","Lactic acid",612,1047837853,1565,"CYP2D6","C1ID52",NA,NA
"T.168","Lactic acid",612,115371803,1576,"CYP3A4","P08684","5VCC",1.7
"T.169","Lactic acid",612,55140668,1557,"CYP2C19","P33261","4GQS",2.87
"T.170","Lactic acid",612,119619719,1544,"CYP1A2","P05177","2HI4",1.95
"T.171","Dimethyl sulfoxide",679,20149576,4780,"NFE2L2","Q16236","2FLU",1.5
"T.172","Dimethyl sulfoxide",679,109731339,2737,"GLI3","P10071","4BLD",2.8
"T.173","Dimethyl sulfoxide",679,116241348,10919,"EHMT2","A2ABF8",NA,NA
"T.174","Dimethyl sulfoxide",679,325511404,79813,"EHMT1","Q9H9B1","3HNA",1.5
"T.175","Dimethyl sulfoxide",679,527178914,1559,"CYP2C9","P11712","1R9O",2
"T.176","Ethanolamine",700,348019627,2099,"ESR1","G4XH65",NA,NA
"T.177","Ethanolamine",700,119597822,1588,"CYP19A1","A0A024R5S8",NA,NA
"T.178","Ethanolamine",700,109731339,2737,"GLI3","P10071","4BLD",2.8
"T.179","Ethanolamine",700,325495557,8856,"NR1I2","O75469","6TFI",1.85
"T.180","Ethanolamine",700,1047837853,1565,"CYP2D6","C1ID52",NA,NA
"T.181","Ethanolamine",700,55140668,1557,"CYP2C19","P33261","4GQS",2.87
"T.182","Ethanolamine",700,527178914,1559,"CYP2C9","P11712","1R9O",2
"T.183","Ethanolamine",700,119619719,1544,"CYP1A2","P05177","2HI4",1.95
"T.184","Ethanolamine",700,115371803,1576,"CYP3A4","P08684","5VCC",1.7
"T.185","Lindane",727,195969650,259249,"MRGPRX1","Q96LB2",NA,NA
"T.186","Lindane",727,37622910,1128,"CHRM1","P11229",NA,NA
"T.187","Lindane",727,7108336,1133,"CHRM5","A0A024R9I2",NA,NA
"T.188","Lindane",727,325495557,8856,"NR1I2","O75469","6TFI",1.85
"T.189","Lindane",727,348019627,2099,"ESR1","G4XH65",NA,NA
"T.190","Lindane",727,119597822,1588,"CYP19A1","A0A024R5S8",NA,NA
"T.191","Lindane",727,216409690,5467,"PPARD","A0A024RCW6",NA,NA
"T.192","Lindane",727,223590210,2569,"GABRR1","P24046",NA,NA
"T.193","Lindane",727,23831128,2560,"GABRB1","P18505",NA,NA
"T.194","Lindane",727,27808653,2554,"GABRA1","A8K177",NA,NA
"T.195","Lindane",727,116242488,2566,"GABRG2","P18507","6X3T",2.55
"T.196","Lindane",727,120773,2562,"GABRB3","P28472","6QFA",2.49
"T.197","Lindane",727,126302548,2559,"GABRA6","Q16445",NA,NA
"T.198","Lindane",727,119627033,3725,"JUN","P05412","6Y3V",1.5
"T.199","Lindane",727,325495497,6256,"RXRA","Q6P3U7",NA,NA
"T.200","Lindane",727,325495463,5914,"RARA","P10276","1DSZ",1.7
"T.201","Lindane",727,325495545,2101,"ESRRA","P11474","3K6P",2
"T.202","Lindane",727,119601739,7253,"TSHR","A0A0A0MTJ0",NA,NA
"T.203","Lindane",727,124375976,367,"AR","P10275","4OHA",1.42
"T.204","Lindane",727,54288833,2100,"ESR2","F1D8N3",NA,NA
"T.205","Lindane",727,109731339,2737,"GLI3","P10071","4BLD",2.8
"T.206","Lindane",727,82393684,5241,"PGR","P06401","1SQN",1.45
"T.207","Lindane",727,15928762,4087,"SMAD2","Q15796","6YIA",1.3
"T.208","Lindane",727,29792115,4088,"SMAD3","P84022","6YIB",1.7
"T.209","Lindane",727,1047837853,1565,"CYP2D6","C1ID52",NA,NA
"T.210","Lindane",727,55140668,1557,"CYP2C19","P33261","4GQS",2.87
"T.211","Lindane",727,527178914,1559,"CYP2C9","P11712","1R9O",2
"T.212","Lindane",727,119619719,1544,"CYP1A2","P05177","2HI4",1.95
"T.213","Lindane",727,146048409,3757,"KCNH2","A0A090N8Q0",NA,NA
"T.214","Lindane",727,115371803,1576,"CYP3A4","P08684","5VCC",1.7
"T.215","Glutaric acid",743,74762955,9356,"SLC22A6","Q4U2R8",NA,NA
"T.216","Glutaric acid",743,325495545,2101,"ESRRA","P11474","3K6P",2
"T.217","Glutaric acid",743,54288833,2100,"ESR2","F1D8N3",NA,NA
"T.218","Glutaric acid",743,177975,43,"ACHE","P22303","4M0E",2
"T.219","Glutaric acid",743,1047837853,1565,"CYP2D6","C1ID52",NA,NA
"T.220","Glutaric acid",743,55140668,1557,"CYP2C19","P33261","4GQS",2.87
"T.221","Glutaric acid",743,527178914,1559,"CYP2C9","P11712","1R9O",2
"T.222","Glutaric acid",743,119619719,1544,"CYP1A2","P05177","2HI4",1.95
"T.223","Hydrogen cyanide",768,115449,759,"CA1","P00915","7Q0D",1.24
"T.224","Hydrogen cyanide",768,115456,760,"CA2","P00918","3K34",0.9
"T.225","Hydrogen cyanide",768,461680,763,"CA5A","P35218",NA,NA
"T.226","Hydrogen cyanide",768,8928041,11238,"CA5B","A0A024RBW9",NA,NA
"T.227","Hydrogen cyanide",768,83300925,768,"CA9","A0A0S2Z3D0",NA,NA
"T.228","Hydroquinone",785,31542939,3248,"HPGD","P15428","2GDZ",1.65
"T.229","Hydroquinone",785,21620132,4790,"NFKB1","A0A024RDJ4",NA,NA
"T.230","Hydroquinone",785,32879895,3091,"HIF1A","Q16665","4H6J",1.52
"T.231","Hydroquinone",785,120660324,7066,"THPO","P40225","1V7M",2.51
"T.232","Hydroquinone",785,31881630,5732,"PTGER2","P43116","7CX2",2.8
"T.233","Hydroquinone",785,90903231,3064,"HTT","P42858","4RAV",2.5
"T.234","Hydroquinone",785,4758484,9446,"GSTO1","P78417",NA,NA
"T.235","Hydroquinone",785,115449,759,"CA1","P00915","7Q0D",1.24
"T.236","Hydroquinone",785,115456,760,"CA2","P00918","3K34",0.9
"T.237","Hydroquinone",785,134047703,761,"CA3","P07451","3UYQ",1.7
"T.238","Hydroquinone",785,115465,762,"CA4","P22748","3FW3",1.72
"T.239","Hydroquinone",785,461680,763,"CA5A","P35218",NA,NA
"T.240","Hydroquinone",785,8928041,11238,"CA5B","A0A024RBW9",NA,NA
"T.241","Hydroquinone",785,83300925,768,"CA9","A0A0S2Z3D0",NA,NA
"T.242","Hydroquinone",785,5915866,771,"CA12","O43570","5MSA",1.2
"T.243","Hydroquinone",785,8928036,23632,"CA14","A8K3J4",NA,NA
"T.244","Hydroquinone",785,71051501,2744,"GLS","O94925","5U0I",1.42
"T.245","Hydroquinone",785,693842,4780,"NFE2L2","Q16236","2FLU",1.5
"T.246","Hydroquinone",785,186368,3576,"CXCL8","A0A024RDA5",NA,NA
"T.247","Hydroquinone",785,49066040,6097,"RORC","F1D8P6",NA,NA
"T.248","Hydroquinone",785,79154014,55775,"TDP1","A0A024R6L5",NA,NA
"T.249","Hydroquinone",785,119597822,1588,"CYP19A1","A0A024R5S8",NA,NA
"T.250","Hydroquinone",785,51095037,196,"AHR","A0A024R9Z8",NA,NA
"T.251","Hydroquinone",785,325495463,5914,"RARA","P10276","1DSZ",1.7
"T.252","Hydroquinone",785,325495545,2101,"ESRRA","P11474","3K6P",2
"T.253","Hydroquinone",785,66775687,9970,"NR1I3","Q14994","1XVP",2.6
"T.254","Hydroquinone",785,109731339,2737,"GLI3","P10071","4BLD",2.8
"T.255","Hydroquinone",785,325495557,8856,"NR1I2","O75469","6TFI",1.85
"T.256","Hydroquinone",785,82393684,5241,"PGR","P06401","1SQN",1.45
"T.257","Hydroquinone",785,16924307,2271,"FH","A0A0S2Z4C3",NA,NA
"T.258","Hydroquinone",785,557948069,28989,"NTMT1","A0A024R8E4",NA,NA
"T.259","Hydroquinone",785,48428097,134391,"GPR151","Q8TDV0",NA,NA
"T.260","Hydroquinone",785,115371803,1576,"CYP3A4","P08684","5VCC",1.7
"T.261","Indole",798,115449,759,"CA1","P00915","7Q0D",1.24
"T.262","Indole",798,115456,760,"CA2","P00918","3K34",0.9
"T.263","Indole",798,115465,762,"CA4","P22748","3FW3",1.72
"T.264","Indole",798,116241278,765,"CA6","B4DUH8",NA,NA
"T.265","Indole",798,89191863,1814,"DRD3","A8K8E4",NA,NA
"T.266","Indole",798,51095037,196,"AHR","A0A024R9Z8",NA,NA
"T.267","Indole",798,325495463,5914,"RARA","P10276","1DSZ",1.7
"T.268","Indole",798,66775687,9970,"NR1I3","Q14994","1XVP",2.6
"T.269","Indole",798,325495545,2101,"ESRRA","P11474","3K6P",2
"T.270","Indole",798,124375976,367,"AR","P10275","4OHA",1.42
"T.271","Indole",798,348019627,2099,"ESR1","G4XH65",NA,NA
"T.272","Indole",798,109731339,2737,"GLI3","P10071","4BLD",2.8
"T.273","Indole",798,82393684,5241,"PGR","P06401","1SQN",1.45
"T.274","Indole",798,115371803,1576,"CYP3A4","P08684","5VCC",1.7
"T.275","Indole",798,55140668,1557,"CYP2C19","P33261","4GQS",2.87
"T.276","Indole",798,527178914,1559,"CYP2C9","P11712","1R9O",2
"T.277","Indole",798,119619719,1544,"CYP1A2","P05177","2HI4",1.95
"T.278","Malonic acid",867,215274021,10873,"ME3","Q16798",NA,NA
"T.279","Malonic acid",867,20139924,63826,"SRR","Q3ZK31",NA,NA
"T.280","Malonic acid",867,20149576,4780,"NFE2L2","Q16236","2FLU",1.5
"T.281","Malonic acid",867,2494037,8528,"DDO","Q99489",NA,NA
"T.282","Malonic acid",867,6174895,5172,"SLC26A4","O43511",NA,NA
"T.283","Malonic acid",867,1047837853,1565,"CYP2D6","C1ID52",NA,NA
"T.284","Malonic acid",867,119619719,1544,"CYP1A2","P05177","2HI4",1.95
"T.285","Methylglyoxal",880,116534990,8989,"TRPA1","O75762","6HC8",1.9
"T.286","Methyl alcohol",887,20149576,4780,"NFE2L2","Q16236","2FLU",1.5
"T.287","Naphthalene",931,1746750942,1548,"CYP2A6","P11509","2FDV",1.65
"T.288","Naphthalene",931,119619719,1544,"CYP1A2","P05177","2HI4",1.95
"T.289","Pyridine-3-Carboxamide",936,38258608,22933,"SIRT2","A0A0A0MRF5",NA,NA
"T.290","Pyridine-3-Carboxamide",936,38258651,23410,"SIRT3","Q9NTG7","4BN4",1.3
"T.291","Pyridine-3-Carboxamide",936,4503385,1813,"DRD2","A0A024R3C5",NA,NA
"T.292","Pyridine-3-Carboxamide",936,38258652,23408,"SIRT5","Q9NXA8","6EQS",1.32
"T.293","Pyridine-3-Carboxamide",936,38258633,23411,"SIRT1","A8K128",NA,NA
"T.294","Pyridine-3-Carboxamide",936,83288284,23098,"SARM1","Q05B42",NA,NA
"T.295","Pyridine-3-Carboxamide",936,55140668,1557,"CYP2C19","P33261","4GQS",2.87
"T.296","Niacin",938,74762622,338442,"HCAR2","Q8TDS4",NA,NA
"T.297","Niacin",938,1476413392,1544,"CYP1A2","P05177","2HI4",1.95
"T.298","Niacin",938,6686268,1559,"CYP2C9","P11712","1R9O",2
"T.299","Niacin",938,2203400810,1557,"CYP2C19","P33261","4GQS",2.87
"T.300","Niacin",938,84028191,1565,"CYP2D6","C1ID52",NA,NA
"T.301","Niacin",938,116241312,1576,"CYP3A4","P08684","5VCC",1.7
"T.302","Niacin",938,112927,351,"APP","A0A140VJC8",NA,NA
"T.303","Niacin",938,157738694,8843,"HCAR3","P49019",NA,NA
"T.304","Niacin",938,14211851,27198,"HCAR1","Q9BXC0",NA,NA
"T.305","Niacin",938,464921,7201,"TRHR","P34981",NA,NA
"T.306","Niacin",938,586067,6622,"SNCA","P37840","3Q27",1.3
"T.307","Nicotine",942,1746750942,1548,"CYP2A6","P11509","2FDV",1.65
"T.308","Nicotine",942,2506127,1139,"CHRNA7","P36544","5AFN",2.15
"T.309","Nicotine",942,2506129,1143,"CHRNB4","P30926","6PV7",3.34
"T.310","Nicotine",942,254763435,1136,"CHRNA3","P32297","4ZK4",1.9
"T.311","Nicotine",942,113105,1141,"CHRNB2","P17787","6CNJ",3.4
"T.312","Nicotine",942,1351848,1137,"CHRNA4","B4DK78",NA,NA
"T.313","N,N-Dimethylaniline",949,55140668,1557,"CYP2C19","P33261","4GQS",2.87
"T.314","N,N-Dimethylaniline",949,115371803,1576,"CYP3A4","P08684","5VCC",1.7
"T.315","Octanol",957,119619719,1544,"CYP1A2","P05177","2HI4",1.95
"T.316","Oxalic acid (anhydrous)",971,55140668,1557,"CYP2C19","P33261","4GQS",2.87
"T.317","4-Nitrophenol",980,124375976,367,"AR","P10275","4OHA",1.42
"T.318","4-Nitrophenol",980,1013403374,9734,"HDAC9","Q9UKV0",NA,NA
"T.319","4-Nitrophenol",980,55140668,1557,"CYP2C19","P33261","4GQS",2.87
"T.320","4-Nitrophenol",980,119619719,1544,"CYP1A2","P05177","2HI4",1.95
"T.321","4-Nitrophenol",980,115371803,1576,"CYP3A4","P08684","5VCC",1.7
"T.322","Palmitic acid",985,119781,2167,"FABP4","E7DVW4",NA,NA
"T.323","Palmitic acid",985,232081,2171,"FABP5","E7DVW5",NA,NA
"T.324","Palmitic acid",985,119805,2169,"FABP2","P12104","3AKM",1.9
"T.325","Palmitic acid",985,119802,2170,"FABP3","P05413","4TKB",0.86
"T.326","Palmitic acid",985,20140434,7097,"TLR2","A0A0S2Z4S4",NA,NA
"T.327","Palmitic acid",985,348019627,2099,"ESR1","G4XH65",NA,NA
"T.328","Palmitic acid",985,417522,5467,"PPARD","A0A024RCW6",NA,NA
"T.329","Palmitic acid",985,13432234,5468,"PPARG","E9PFX5",NA,NA
"T.330","Palmitic acid",985,3041727,5465,"PPARA","F1D8S4",NA,NA
"T.331","Palmitic acid",985,4885327,2864,"FFAR1","O14842","5TZR",2.2
"T.332","Palmitic acid",985,18202936,81285,"OR51E2","A0A126GVK0",NA,NA
